id	word	nonce_word	lfpm10r	resp.rt	resp.keys	correct	trial_number
BB	rücsök	FALSE	-1.879	2.616000000000014	left	FALSE	3
BB	koenzim	FALSE	0.003	1.7839999999999918	right	TRUE	29
BB	lakotthely	FALSE	-2.472	4.545000000000016	right	TRUE	64
BB	anorák	FALSE	-1.335	1.149000000000001	right	TRUE	225
BB	farkasbab	FALSE	-2.154	8.310000000000002	left	FALSE	48
BB	konverzál	FALSE	-2.967	6.908999999999992	left	FALSE	125
BB	árstop	FALSE	-2.365	0.8110000000000355	right	TRUE	180
BB	neoprén	FALSE	-0.057	0.8490000000000464	right	TRUE	192
BB	kúpol	FALSE	-1.906	11.307000000000016	left	FALSE	77
BB	lazúroz	FALSE	-3.569	1.280999999999949	right	TRUE	132
BB	donhuán	FALSE	-2.472	2.676000000000045	right	TRUE	184
BB	bizmut	FALSE	-0.988	1.26400000000001	right	TRUE	189
BB	glosszáz	FALSE	-3.569	2.7680000000000007	right	TRUE	41
BB	magmatit	FALSE	-2.666	6.15300000000002	left	FALSE	149
BB	libling	FALSE	-1.946	1.365000000000009	right	TRUE	179
BB	viszonvád	FALSE	-2.163	3.84800000000007	right	TRUE	197
BB	kollapszus	FALSE	-1.065	3.766000000000019	right	TRUE	58
BB	hübrisz	FALSE	-0.863	2.074000000000069	left	FALSE	194
BB	adszorbens	FALSE	-1.303	2.3460000000000036	right	TRUE	200
BB	ifjít	FALSE	-3.092	2.951000000000022	right	TRUE	227
BB	truccol	FALSE	-2.694	2.5579999999999927	left	FALSE	1
BB	mimézis	FALSE	-1.054	1.4949999999999477	right	TRUE	100
BB	bajadér	FALSE	-1.417	1.781000000000006	right	TRUE	115
BB	kvéker	FALSE	-1.672	2.4009999999999536	left	FALSE	239
BB	petél	FALSE	-3.092	5.629000000000019	left	FALSE	75
BB	rekvizit	FALSE	-1.973	1.1159999999999854	right	TRUE	128
BB	kontrapunkt	FALSE	-1.743	7.122999999999934	right	TRUE	177
BB	orront	FALSE	-2.057	1.94500000000005	right	TRUE	206
BB	aggófű	FALSE	-1.365	6.895000000000039	left	FALSE	53
BB	infimum	FALSE	-2.339	2.6119999999999663	left	FALSE	229
BB	kurzivál	FALSE	-3.092	4.549000000000092	right	TRUE	231
BB	döföl	FALSE	-2.724	0.6609999999999445	right	TRUE	243
BB	piláf	FALSE	-1.262	2.9470000000000027	right	TRUE	10
BB	móringol	FALSE	-2.967	3.430999999999983	left	FALSE	109
BB	lalláz	FALSE	-3.268	3.2609999999999673	right	TRUE	150
BB	cugehőr	FALSE	-2.916	10.695999999999913	left	FALSE	185
BB	diffamál	FALSE	-3.393	2.3870000000000573	left	FALSE	138
BB	krakéler	FALSE	-1.411	1.8780000000000427	right	TRUE	139
BB	diviz	FALSE	-2.569	3.699000000000069	left	FALSE	213
BB	vabank	FALSE	-2.247	1.5649999999999409	right	TRUE	242
