height_father	height_son	height_father_r	height_son_r
173.29735653004107	181.0564018133512	0.5848150398363006	1.1714011116983332
168.89287426485257	178.12272908514873	-0.38571784347293264	0.8104530082775825
165.18920445993447	156.23850449167097	-1.2018258711978804	-1.8821000109849109
170.93730095950983	170.42919133035562	0.06477399988454235	-0.13613105834052477
170.0612231498194	169.5144998203573	-0.12827078300907196	-0.24867127544622009
173.5614186933111	167.47467937300314	0.6430014502384723	-0.4996431424555575
166.23137096206145	165.72917200887994	-0.9721832482290486	-0.714403830152738
170.19094965554513	173.48691553942598	-0.09968539383887995	0.24007987460969485
175.89210531664855	183.07152533894248	1.1565710078947882	1.4193343619645908
169.23398075387044	162.88752485759719	-0.31055462464956457	-1.0640294513020196
169.1915123345557	176.6029590502608	-0.31991259114039944	0.6234661959944676
177.3013105599786	179.34824655136268	1.4670910521672456	0.9612360867329515
180.0472921822109	183.52124570309005	2.072171354658877	1.474666270990522
169.61030891096854	170.1726821151253	-0.22763026955212431	-0.16769099134097945
176.77171038632358	177.17515963764006	1.3503930267032989	0.6938676128959814
164.86408103817854	168.0019347611979	-1.2734672022215268	-0.43477161450435353
164.79412339814337	163.80466164276334	-1.2888824510532615	-0.9511883766992765
165.64688492407376	163.66467885048414	-1.100975438899364	-0.968411335108709
174.26565109141904	180.64802436013508	0.7981798931754464	1.12115587956964
166.8861990329901	159.76169932178206	-0.8278911072949734	-1.4486193163985057
