iq	income
111.79314290229782	268.09255318612554
96.01662217552632	255.67966240211393
101.54532774762373	264.01057946746505
97.49243966073199	271.86571597196706
94.86536047056104	222.67636439237674
110.0044246940601	246.8434965073618
118.53201434464893	221.44017992364155
88.473028738625	229.29970933207977
116.78651042688873	276.34779481463517
108.4326378705704	245.94565132312408
99.71505960907358	268.14109777398124
94.76040122437502	233.9462441503199
96.66148565049697	230.8203933306001
85.87421358661996	231.530821313471
93.55238245341015	226.83590682535595
92.80166515167477	230.96273492879988
93.65589203132504	223.23069899933745
99.6752749639373	249.1502559424947
79.87899083415911	231.74466509915038
92.94161923382863	240.45059445307237
97.7358041188009	220
107.69694654549751	220
113.93338669851398	221.81236409716428
84.85031587727067	229.19283056195667
95.01987755202437	253.14263387326974
94.36805932213178	248.7999509481411
95.40672462298564	224.06780348795638
108.87685440740583	267.0639525084495
81.82769717000181	235.08382631122964
106.55715655862548	244.84519914890978
100.19885095607106	257.8790572439855
76.86979307587472	224.3137186822238
94.05850247096166	241.00525576077445
105.99242690504258	287.1984123657352
109.86745782041368	239.86939322819524
115.38937252739572	246.44061200419713
114.82450429232071	306.39868815617064
110.38034995069638	251.68624916402678
101.4675027034194	232.93687072375423
106.4274135606794	281.67765154366174
75.54488553825621	222.58620887529105
85.11565934130923	227.12503900321343
104.54458578779577	268.15792994703526
99.41515591121336	264.55153768382235
107.80351372358332	260.02591700055723
111.18738513125479	223.52766567366717
92.743270836426845	240.01687896429797
107.09268693433194	283.55001117495084
111.40843385159228	257.450949247995
81.59875429792261	232.0449385505736
