height_father	height_son	height_father_c
173.29735653004107	181.0564018133512	2.654013599819251
168.89287426485257	178.12272908514873	-1.7504686653692545
165.18920445993447	156.23850449167097	-5.454138470287347
170.93730095950983	170.42919133035562	0.29395802928800663
170.0612231498194	169.5144998203573	-0.5821197804024223
173.5614186933111	167.47467937300314	2.9180757630892913
166.23137096206145	165.72917200887994	-4.411971968160373
170.19094965554513	173.48691553942598	-0.45239327467669455
175.89210531664855	183.07152533894248	5.248762386426733
169.23398075387044	162.88752485759719	-1.4093621763513795
169.1915123345557	176.6029590502608	-1.4518305956661095
177.3013105599786	179.34824655136268	6.657967629756769
180.0472921822109	183.52124570309005	9.403949251989076
169.61030891096854	170.1726821151253	-1.0330340192532788
176.77171038632358	177.17515963764006	6.128367456101756
164.86408103817854	168.0019347611979	-5.77926189204328
164.79412339814337	163.80466164276334	-5.84921953207845
165.64688492407376	163.66467885048414	-4.99645800614806
174.26565109141904	180.64802436013508	3.6223081611972248
166.8861990329901	159.76169932178206	-3.757143897231714
