size	weight
89.69973535776657	532983.3819139843
62.39033156953742	282097.09955367557
42.61440869483529	147219.84650154648
84.87284990926491	660024.7702264476
60.01618160367867	273964.3122658207
51.95148296360168	127092.44903230957
58.899941264554904	303397.3764876358
86.66258959547893	403023.3731250317
30.396891734042732	11742.945681322193
76.0873989988735	276196.04986572475
74.6958288566312	690719.0554493065
42.13233128138073	101143.26660055295
83.72906256135198	721099.2203619067
62.30336508447978	155698.0924622596
41.268468826790695	55752.829952377324
58.908410909921976	129318.87125481461
62.16943818093895	233004.3897645308
78.57306047425655	501850.60915605334
22.636501371549393	48903.26369666272
74.20860945225576	305350.4140099942
33.037151775983816	6123.827444132557
52.56483324210446	193048.17044808483
61.772654750800186	143286.4834444904
65.88890616175085	168472.26323283426
73.09259598673731	622699.730018628
78.28490604088226	547400.9363035525
86.8249016999002	713373.0220089486
70.36614826485894	222352.9593717045
49.72941488828577	157212.12553206758
65.06805077946929	338920.5166052206
94.98874983016509	549989.1333571078
53.009993913910314	264796.14098107145
76.06745146258618	696674.3835162368
50.0764753439631	92913.08637268608
43.339103367629036	91219.26137569999
79.6764800455989	587002.0504365448
76.19222085465216	364152.2055093237
25.97770346340168	10174.368508516776
68.73443827848628	274567.1649095999
72.41794235536703	463552.4541168158
60.22015802868304	118285.60597687632
66.40092523500824	427136.49841487623
47.59305301690715	42786.965447204544
44.66909402221745	51293.15356602408
35.527166415526736	15001.936788075573
72.32907126219659	293646.2675794818
84.0608540907767	540468.7563479469
68.35477305870903	556221.699174323
36.375217279855264	119295.79697642117
45.31297810828072	177025.65858782222
