height_father	height_son	limbo_son
173.29735653004107	181.0564018133512	18.943598186648813
168.89287426485257	178.12272908514873	21.877270914851266
165.18920445993447	156.23850449167097	43.761495508329034
170.93730095950983	170.42919133035562	29.57080866964438
170.0612231498194	169.5144998203573	30.485500179642713
173.5614186933111	167.47467937300314	32.52532062699686
166.23137096206145	165.72917200887994	34.27082799112006
170.19094965554513	173.48691553942598	26.51308446057402
175.89210531664855	183.07152533894248	16.92847466105752
169.23398075387044	162.88752485759719	37.112475142402815
169.1915123345557	176.6029590502608	23.397040949739193
177.3013105599786	179.34824655136268	20.651753448637322
180.0472921822109	183.52124570309005	16.478754296909955
169.61030891096854	170.1726821151253	29.827317884874702
176.77171038632358	177.17515963764006	22.824840362359936
164.86408103817854	168.0019347611979	31.9980652388021
164.79412339814337	163.80466164276334	36.195338357236665
165.64688492407376	163.66467885048414	36.33532114951586
174.26565109141904	180.64802436013508	19.351975639864918
166.8861990329901	159.76169932178206	40.23830067821794
