subject	word	regular	analogy	rules
s5892	jide	1	0.41673370860430087	-1.3827510958867872
s809	jide	1	0.41673370860430087	-1.3827510958867872
s5871	jide	1	0.41673370860430087	-1.3827510958867872
s5907	jide	1	0.41673370860430087	-1.3827510958867872
s5949	jide	1	0.41673370860430087	-1.3827510958867872
s5847	jide	1	0.41673370860430087	-1.3827510958867872
s5948	jide	0	0.41673370860430087	-1.3827510958867872
s829	jide	1	0.41673370860430087	-1.3827510958867872
s770	jide	0	0.41673370860430087	-1.3827510958867872
s764	jide	1	0.41673370860430087	-1.3827510958867872
s5941	jide	1	0.41673370860430087	-1.3827510958867872
s812	jide	0	0.41673370860430087	-1.3827510958867872
s5870	jide	1	0.41673370860430087	-1.3827510958867872
s768	jide	0	0.41673370860430087	-1.3827510958867872
s5908	jide	0	0.41673370860430087	-1.3827510958867872
s848	jide	1	0.41673370860430087	-1.3827510958867872
s5879	jide	0	0.41673370860430087	-1.3827510958867872
s808	jide	0	0.41673370860430087	-1.3827510958867872
s842	jide	1	0.41673370860430087	-1.3827510958867872
s5941	jine	1	0.8389736216053667	-0.25215346183698534
s5948	jine	1	0.8389736216053667	-0.25215346183698534
s768	jine	0	0.8389736216053667	-0.25215346183698534
s842	jine	0	0.8389736216053667	-0.25215346183698534
s829	jine	1	0.8389736216053667	-0.25215346183698534
s5908	jine	1	0.8389736216053667	-0.25215346183698534
s809	jine	1	0.8389736216053667	-0.25215346183698534
s5879	jine	0	0.8389736216053667	-0.25215346183698534
s812	jine	1	0.8389736216053667	-0.25215346183698534
s5871	jine	1	0.8389736216053667	-0.25215346183698534
s5870	jine	0	0.8389736216053667	-0.25215346183698534
s5949	jine	1	0.8389736216053667	-0.25215346183698534
s5907	jine	1	0.8389736216053667	-0.25215346183698534
s848	jine	1	0.8389736216053667	-0.25215346183698534
s764	jine	1	0.8389736216053667	-0.25215346183698534
s5847	jine	1	0.8389736216053667	-0.25215346183698534
s5892	jine	1	0.8389736216053667	-0.25215346183698534
s770	jine	1	0.8389736216053667	-0.25215346183698534
s808	jine	0	0.8389736216053667	-0.25215346183698534
s5847	jite	1	0.5903861429271677	-0.6573826189364443
s768	jite	0	0.5903861429271677	-0.6573826189364443
s770	jite	1	0.5903861429271677	-0.6573826189364443
s5949	jite	1	0.5903861429271677	-0.6573826189364443
s848	jite	1	0.5903861429271677	-0.6573826189364443
s5871	jite	1	0.5903861429271677	-0.6573826189364443
s5907	jite	1	0.5903861429271677	-0.6573826189364443
s829	jite	1	0.5903861429271677	-0.6573826189364443
s842	jite	0	0.5903861429271677	-0.6573826189364443
s809	jite	0	0.5903861429271677	-0.6573826189364443
s764	jite	1	0.5903861429271677	-0.6573826189364443
s5870	jite	1	0.5903861429271677	-0.6573826189364443
s5941	jite	0	0.5903861429271677	-0.6573826189364443
s5892	jite	0	0.5903861429271677	-0.6573826189364443
s808	jite	1	0.5903861429271677	-0.6573826189364443
s5908	jite	1	0.5903861429271677	-0.6573826189364443
s812	jite	1	0.5903861429271677	-0.6573826189364443
s5879	jite	0	0.5903861429271677	-0.6573826189364443
s5948	jite	1	0.5903861429271677	-0.6573826189364443
s770	jurn	0	1.2595568926794214	0.9262691707537729
s5941	jurn	0	1.2595568926794214	0.9262691707537729
s848	jurn	1	1.2595568926794214	0.9262691707537729
s5847	jurn	0	1.2595568926794214	0.9262691707537729
s842	jurn	1	1.2595568926794214	0.9262691707537729
s5907	jurn	1	1.2595568926794214	0.9262691707537729
s808	jurn	1	1.2595568926794214	0.9262691707537729
s768	jurn	1	1.2595568926794214	0.9262691707537729
s764	jurn	1	1.2595568926794214	0.9262691707537729
s809	jurn	0	1.2595568926794214	0.9262691707537729
s5871	jurn	1	1.2595568926794214	0.9262691707537729
s5870	jurn	1	1.2595568926794214	0.9262691707537729
s5892	jurn	0	1.2595568926794214	0.9262691707537729
s812	jurn	1	1.2595568926794214	0.9262691707537729
s5949	jurn	1	1.2595568926794214	0.9262691707537729
s829	jurn	1	1.2595568926794214	0.9262691707537729
s5908	jurn	1	1.2595568926794214	0.9262691707537729
s5948	jurn	1	1.2595568926794214	0.9262691707537729
s5879	jurn	0	1.2595568926794214	0.9262691707537729
s770	jeel	1	-0.7612097421614699	-1.1085565752106155
s5892	jeel	0	-0.7612097421614699	-1.1085565752106155
s5948	jeel	0	-0.7612097421614699	-1.1085565752106155
s5871	jeel	0	-0.7612097421614699	-1.1085565752106155
s848	jeel	1	-0.7612097421614699	-1.1085565752106155
s5949	jeel	1	-0.7612097421614699	-1.1085565752106155
s764	jeel	0	-0.7612097421614699	-1.1085565752106155
s808	jeel	1	-0.7612097421614699	-1.1085565752106155
s5847	jeel	1	-0.7612097421614699	-1.1085565752106155
s812	jeel	1	-0.7612097421614699	-1.1085565752106155
s5941	jeel	0	-0.7612097421614699	-1.1085565752106155
s842	jeel	1	-0.7612097421614699	-1.1085565752106155
s5907	jeel	1	-0.7612097421614699	-1.1085565752106155
s5908	jeel	0	-0.7612097421614699	-1.1085565752106155
s5879	jeel	0	-0.7612097421614699	-1.1085565752106155
s768	jeel	1	-0.7612097421614699	-1.1085565752106155
s5870	jeel	1	-0.7612097421614699	-1.1085565752106155
s829	jeel	1	-0.7612097421614699	-1.1085565752106155
s809	jeel	1	-0.7612097421614699	-1.1085565752106155
s808	jeem	0	-0.08183583725570333	0.9627489648444697
s5871	jeem	1	-0.08183583725570333	0.9627489648444697
